pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_disc,pl_status,pl_mnum
Kepler-103,c,Transit,2,179.612,,,0,,,,,,,,,0.114,0.079,-0.079,0,,,,,0.459,0.012,-0.012,0,1.47,1.2,-1.2,0,,,,,0,1,19h15m56.29s,288.984558,+40d03m52.3s,40.064522,,,,,,,,,5845,88,0,0,1.09,0.07,0,0,1.44,0.04,0,0,,,Kepler-103 c,1,1,0,0,0,0,,,,,,,,,,,,,36.1,25.2,-25.2,0,,,,,5.14,0.14,-0.14,0,0.047,0.001,-0.001,0,,,,,,,,,2455128.326,,,0,2014,3,0
Kepler-104,b,Transit,3,11.427548,0.000015,-0.000015,0,0.094,,,0,,,,,,,,,,,,,0.277,0.047,-0.047,0,,,,,,,,,0,1,19h10m25.11s,287.604614,+42d10m00.4s,42.166779,,,,,,,,,5711,74,0,0,0.81,,0,0,1.35,0.22,0,0,,,Kepler-104 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.1,0.53,-0.53,0,0.028,0.005,-0.005,0,,,,,0.1902,0.0012,-0.0012,0,2454970.613,0.00077,-0.00077,0,2014,3,0
Kepler-104,c,Transit,3,23.668205,0.000056,-0.000056,0,0.153,,,0,,,,,,,,,,,,,0.279,0.049,-0.049,0,,,,,,,,,0,1,19h10m25.11s,287.604614,+42d10m00.4s,42.166779,,,,,,,,,5711,74,0,0,0.81,,0,0,1.35,0.22,0,0,,,Kepler-104 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.13,0.55,-0.55,0,0.029,0.005,-0.005,0,,,,,0.2447,0.0027,-0.0027,0,2454965.716,0.00134,-0.00134,0,2014,3,0
Kepler-104,d,Transit,3,51.755394,0.00016,-0.00016,0,0.257,,,0,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,,,,,0,1,19h10m25.11s,287.604614,+42d10m00.4s,42.166779,,,,,,,,,5711,74,0,0,0.81,,0,0,1.35,0.22,0,0,,,Kepler-104 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.58,0.61,-0.61,0,0.033,0.006,-0.006,0,,,,,0.311,0.004,-0.004,0,2455104.086,0.00164,-0.00164,0,2014,3,0
Kepler-105,b,Transit,2,5.4122,0.00002,-0.00002,0,0.066,0.003,-0.003,0,0.47,0.05,-0.47,0,,,,,,,,,0.429,0.136,-0.136,0,,,,,85.94,1.87,-3.88,0,0,1,19h11m32.96s,287.887329,+46d16m34.5s,46.276237,,,,,,,,,5873,100,0,0,1.28,0.12,0,0,1.16,0.24,0,0,,,Kepler-105 b,1,0,0,0,0,0,,,,,272.16,16.04,-272.16,0,1418,228,-228,0,,,,,,,,,4.81,1.53,-1.53,0,0.044,0.014,-0.014,0,0.06,0.0006,-0.0006,0,0.1375,,,0,2454966.142,,,0,2013,3,0
Kepler-105,c,Transit,2,7.125939,0.000017,-0.000017,0,0.072,,,0,,,,,,,,,,,,,0.144,0.03,-0.03,0,,,,,,,,,0,1,19h11m32.96s,287.887329,+46d16m34.5s,46.276237,,,,,,,,,5873,100,0,0,1.28,0.12,0,0,1.16,0.24,0,0,,,Kepler-105 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.61,0.34,-0.34,0,0.015,0.003,-0.003,0,,,,,0.1168,0.0018,-0.0018,0,2454972.004,0.00141,-0.00141,0,2014,3,0
Kepler-106,b,Transit,4,6.16486,,,0,,,,,,,,,0.0005,0.0088,-0.0088,0,,,,,0.073,0.01,-0.01,0,1.26,26.26,-26.26,0,,,,,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858,114,0,0,1,0.06,0,0,1.04,0.17,0,0,,,Kepler-106 b,1,1,0,0,0,0,,,,,,,,,,,,,0.15,2.8,-2.8,0,,,,,0.82,0.11,-0.11,0,0.007,0.001,-0.001,0,,,,,,,,,2454968.64,,,0,2014,3,0
Kepler-106,c,Transit,4,13.5708,,,0,,,,,,,,,0.033,0.01,-0.01,0,,,,,0.223,0.029,-0.029,0,3.28,1.56,-1.56,0,,,,,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858,114,0,0,1,0.06,0,0,1.04,0.17,0,0,,,Kepler-106 c,1,1,0,0,0,0,,,,,,,,,,,,,10.44,3.2,-3.2,0,,,,,2.5,0.32,-0.32,0,0.023,0.003,-0.003,0,,,,,,,,,2454969.278,,,0,2014,3,0
Kepler-106,d,Transit,4,23.9802,,,0,,,,,,,,,0.025,,,1,,,,,0.085,0.012,-0.012,0,,,,,,,,,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858,114,0,0,1,0.06,0,0,1.04,0.17,0,0,,,Kepler-106 d,1,1,0,0,0,0,,,,,,,,,,,,,8.1,,,1,,,,,0.95,0.13,-0.13,0,0.009,0.001,-0.001,0,,,,,,,,,2454980.533,,,0,2014,3,0
Kepler-106,e,Transit,4,43.8445,,,0,,,,,,,,,0.035,0.018,-0.018,0,,,,,0.228,0.029,-0.029,0,3.1,2.07,-2.07,0,,,,,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858,114,0,0,1,0.06,0,0,1.04,0.17,0,0,,,Kepler-106 e,1,1,0,0,0,0,,,,,,,,,,,,,11.17,5.8,-5.8,0,,,,,2.56,0.33,-0.33,0,0.024,0.003,-0.003,0,,,,,,,,,2454984.934,,,0,2014,3,0
Kepler-107,b,Transit,4,3.179997,0.000011,-0.000011,0,0.044,,,0,,,,,,,,,,,,,0.139,0.005,-0.005,0,,,,,,,,,0,1,19h48m06.78s,297.028259,+48d12m31.0s,48.208611,,,,,,,,,5851,75,0,0,,,,,1.41,0.05,0,0,,,Kepler-107 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.56,0.06,-0.06,0,0.014,0.001,-0.001,0,,,,,0.1455,0.0024,-0.0024,0,2454966.499,0.002,-0.002,0,2014,3,0
Kepler-107,c,Transit,4,4.901425,0.000016,-0.000016,0,0.059,,,0,,,,,,,,,,,,,0.161,0.016,-0.016,0,,,,,,,,,0,1,19h48m06.78s,297.028259,+48d12m31.0s,48.208611,,,,,,,,,5851,75,0,0,,,,,1.41,0.05,0,0,,,Kepler-107 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.81,0.18,-0.18,0,0.017,0.002,-0.002,0,,,,,0.175,0.0027,-0.0027,0,2454971.607,0.00174,-0.00174,0,2014,3,0
Kepler-107,d,Transit,4,7.958203,0.000104,-0.000104,0,0.082,,,0,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,,,,,0,1,19h48m06.78s,297.028259,+48d12m31.0s,48.208611,,,,,,,,,5851,75,0,0,,,,,1.41,0.05,0,0,,,Kepler-107 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.07,0.06,-0.06,0,0.01,0.001,-0.001,0,,,,,0.1782,0.0079,-0.0079,0,2454970.8,0.00612,-0.00612,0,2014,3,0
Kepler-107,e,Transit,4,14.749049,0.000034,-0.000034,0,0.123,,,0,,,,,,,,,,,,,0.308,0.022,-0.022,0,,,,,,,,,0,1,19h48m06.78s,297.028259,+48d12m31.0s,48.208611,,,,,,,,,5851,75,0,0,,,,,1.41,0.05,0,0,,,Kepler-107 e,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.45,0.25,-0.25,0,0.032,0.002,-0.002,0,,,,,0.2745,0.0055,-0.0055,0,2454971.78,0.00134,-0.00134,0,2014,3,0
Kepler-108,b,Transit,2,49.183921,0.000054,-0.000054,0,0.292,,,0,,,,,,,,,,,,,0.772,0.043,-0.043,0,,,,,,,,,0,1,19h38m14.20s,294.559174,+46d03m44.4s,46.062325,,,,,,,,,5854,92,0,0,0.87,,0,0,2.19,0.12,0,0,,,Kepler-108 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8.65,0.48,-0.48,0,0.079,0.004,-0.004,0,,,,,0.4699,0.0019,-0.0019,0,2454974.911,0.00066,-0.00066,0,2014,3,0
Kepler-108,c,Transit,2,190.323494,0.000988,-0.000988,0,0.721,,,0,,,,,,,,,,,,,0.73,0.045,-0.045,0,,,,,,,,,0,1,19h38m14.20s,294.559174,+46d03m44.4s,46.062325,,,,,,,,,5854,92,0,0,0.87,,0,0,2.19,0.12,0,0,,,Kepler-108 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8.18,0.51,-0.51,0,0.075,0.005,-0.005,0,,,,,0.6542,0.012,-0.012,0,2455145.673,0.00255,-0.00255,0,2014,3,0
Kepler-109,b,Transit,2,6.48163,,,0,,,,,,,,,0.004,0.017,-0.017,0,,,,,0.211,0.006,-0.006,0,0.3,2.2,-2.2,0,,,,,0,1,19h21m34.26s,290.392731,+40d17m05.5s,40.284874,,,,,,,,,5952,75,0,0,1.04,0.06,0,0,1.32,0.04,0,0,,,Kepler-109 b,1,1,0,0,0,0,,,,,,,,,,,,,1.3,5.4,-5.4,0,,,,,2.37,0.07,-0.07,0,0.022,0.001,-0.001,0,,,,,,,,,2454955.978,,,0,2014,3,0
Kepler-109,c,Transit,2,21.2227,,,0,,,,,,,,,0.007,0.025,-0.025,0,,,,,0.225,0.006,-0.006,0,0.65,2.3,-2.3,0,,,,,0,1,19h21m34.26s,290.392731,+40d17m05.5s,40.284874,,,,,,,,,5952,75,0,0,1.04,0.06,0,0,1.32,0.04,0,0,,,Kepler-109 c,1,1,0,0,0,0,,,,,,,,,,,,,2.22,7.8,-7.8,0,,,,,2.52,0.07,-0.07,0,0.023,0.001,-0.001,0,,,,,,,,,2454970.573,,,0,2014,3,0
Kepler-110,b,Transit,2,12.691112,0.000036,-0.000036,0,0.107,,,0,,,,,,,,,,,,,0.163,0.032,-0.032,0,,,,,,,,,0,1,19h31m42.99s,292.929138,+48d36m10.1s,48.602814,,,,,,,,,5960,153,0,0,,,,,1.15,0.23,0,0,,,Kepler-110 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.83,0.36,-0.36,0,0.017,0.003,-0.003,0,,,,,0.1565,0.002,-0.002,0,2454970.123,0.00166,-0.00166,0,2014,3,0
Kepler-110,c,Transit,2,31.719775,0.000104,-0.000104,0,0.198,,,0,,,,,,,,,,,,,0.197,0.039,-0.039,0,,,,,,,,,0,1,19h31m42.99s,292.929138,+48d36m10.1s,48.602814,,,,,,,,,5960,153,0,0,,,,,1.15,0.23,0,0,,,Kepler-110 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.21,0.44,-0.44,0,0.02,0.004,-0.004,0,,,,,0.201,0.0022,-0.0022,0,2454975.821,0.00177,-0.00177,0,2014,3,0
Kepler-111,b,Transit,2,3.341815,0.000006,-0.000006,0,0.046,,,0,,,,,,,,,,,,,0.141,0.018,-0.018,0,,,,,,,,,1,1,19h26m36.76s,291.653168,+44d41m17.8s,44.688274,,,,,,,,,5952,74,0,0,,,,,1.16,0.14,0,0,,,Kepler-111 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.58,0.2,-0.2,0,0.015,0.002,-0.002,0,,,,,0.1154,0.0013,-0.0013,0,2454974.356,0.00106,-0.00106,0,2014,3,0
Kepler-111,c,Transit,2,224.784608,0.000411,-0.000411,0,0.761,,,0,,,,,,,,,,,,,0.651,0.081,-0.081,0,,,,,,,,,1,1,19h26m36.76s,291.653168,+44d41m17.8s,44.688274,,,,,,,,,5952,74,0,0,,,,,1.16,0.14,0,0,,,Kepler-111 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7.3,0.91,-0.91,0,0.067,0.008,-0.008,0,,,,,0.4664,0.0042,-0.0042,0,2454975.096,0.00095,-0.00095,0,2014,3,0
Kepler-112,b,Transit,2,8.408878,0.00001,-0.00001,0,0.076,,,0,,,,,,,,,,,,,0.211,0.051,-0.051,0,,,,,,,,,0,1,19h47m55.44s,296.981018,+43d12m35.1s,43.209751,,,,,,,,,5544,148,0,0,,,,,0.84,0.2,0,0,,,Kepler-112 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.36,0.57,-0.57,0,0.022,0.005,-0.005,0,,,,,0.1452,0.0009,-0.0009,0,2454967.006,0.00069,-0.00069,0,2014,3,0
Kepler-112,c,Transit,2,28.574263,0.00006,-0.00006,0,0.172,,,0,,,,,,,,,,,,,0.214,0.052,-0.052,0,,,,,,,,,0,1,19h47m55.44s,296.981018,+43d12m35.1s,43.209751,,,,,,,,,5544,148,0,0,,,,,0.84,0.2,0,0,,,Kepler-112 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.4,0.58,-0.58,0,0.022,0.005,-0.005,0,,,,,0.2068,0.0017,-0.0017,0,2454976.831,0.00122,-0.00122,0,2014,3,0
Kepler-113,b,Transit,2,4.754,,,0,,,,,,,,,0.037,0.013,-0.013,0,,,,,0.162,0.004,-0.004,0,10.73,3.9,-3.9,0,,,,,0,1,19h11m59.49s,287.997894,+50d56m39.6s,50.944332,,,,,,,,,4725,74,0,0,0.75,0.06,0,0,0.69,0.02,0,0,,,Kepler-113 b,1,1,0,0,0,0,,,,,,,,,,,,,11.7,4.2,-4.2,0,,,,,1.82,0.05,-0.05,0,0.017,0.001,-0.001,0,,,,,,,,,2454961.546,,,0,2014,3,0
Kepler-113,c,Transit,2,8.92507,,,0,,,,,,,,,0.027,,,1,,,,,0.194,0.005,-0.005,0,,,,,,,,,0,1,19h11m59.49s,287.997894,+50d56m39.6s,50.944332,,,,,,,,,4725,74,0,0,0.75,0.06,0,0,0.69,0.02,0,0,,,Kepler-113 c,1,1,0,0,0,0,,,,,,,,,,,,,8.7,,,1,,,,,2.18,0.06,-0.06,0,0.02,0.001,-0.001,0,,,,,,,,,2454972.714,,,0,2014,3,0
Kepler-114,b,Transit,3,5.188549,0.000012,-0.000012,0,0.053,,,0,,,,,,,,,,,,,0.112,0.012,-0.012,0,,,,,,,,,0,1,19h36m29.14s,294.121429,+48d20m58.3s,48.349525,,,,,,,,,4605,100,0,0,0.56,0.06,0,0,0.67,0.04,0,0,,,Kepler-114 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.26,0.13,-0.13,0,0.012,0.001,-0.001,0,,,,,0.1015,0.0019,-0.0019,0,2454978.363,0.0014,-0.0014,0,2014,3,0
Kepler-114,c,Transit,3,8.041,,,0,,,,,,,,,0.009,0.002,-0.002,0,,,,,0.143,0.016,-0.016,0,,,,,,,,,1,1,19h36m29.14s,294.121429,+48d20m58.3s,48.349525,,,,,,,,,4605,100,0,0,0.56,0.06,0,0,0.67,0.04,0,0,,,Kepler-114 c,1,0,0,0,0,0,,,,,,,,,,,,,2.8,0.6,-0.6,0,,,,,1.6,0.18,-0.18,0,0.015,0.002,-0.002,0,,,,,,,,,,,,,2013,3,0
Kepler-114,d,Transit,3,11.776,,,0,,,,,,,,,0.012,0.005,-0.005,0,,,,,0.226,0.025,-0.025,0,,,,,,,,,1,1,19h36m29.14s,294.121429,+48d20m58.3s,48.349525,,,,,,,,,4605,100,0,0,0.56,0.06,0,0,0.67,0.04,0,0,,,Kepler-114 d,1,0,0,0,0,0,,,,,,,,,,,,,3.9,1.7,-1.7,0,,,,,2.53,0.28,-0.28,0,0.023,0.003,-0.003,0,,,,,,,,,,,,,2013,3,0
Kepler-115,b,Transit,2,2.403679,0.000012,-0.000012,0,0.036,,,0,,,,,,,,,,,,,0.097,0.019,-0.019,0,,,,,,,,,0,1,19h50m50.84s,297.711853,+45d15m42.9s,45.261925,,,,,,,,,5979,132,0,0,1,,0,0,1.21,0.23,0,0,,,Kepler-115 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.09,0.21,-0.21,0,0.01,0.002,-0.002,0,,,,,0.0544,0.0044,-0.0044,0,2454967.728,0.00305,-0.00305,0,2014,3,0
Kepler-115,c,Transit,2,8.990889,0.000021,-0.000021,0,0.087,,,0,,,,,,,,,,,,,0.232,0.045,-0.045,0,,,,,,,,,0,1,19h50m50.84s,297.711853,+45d15m42.9s,45.261925,,,,,,,,,5979,132,0,0,1,,0,0,1.21,0.23,0,0,,,Kepler-115 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.6,0.5,-0.5,0,0.024,0.005,-0.005,0,,,,,0.1701,0.0017,-0.0017,0,2454969.738,0.00132,-0.00132,0,2014,3,0
Kepler-116,b,Transit,2,5.968734,0.000009,-0.000009,0,0.069,,,0,,,,,,,,,,,,,0.305,0.058,-0.058,0,,,,,,,,,0,1,19h38m58.10s,294.742065,+43d32m12.6s,43.536835,,,,,,,,,6142,100,0,0,1.16,,0,0,1.45,0.27,0,0,,,Kepler-116 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.42,0.65,-0.65,0,0.031,0.006,-0.006,0,,,,,0.1516,0.0015,-0.0015,0,2454970.158,0.00092,-0.00092,0,2014,3,0
Kepler-116,c,Transit,2,13.07163,0.000056,-0.000056,0,0.116,,,0,,,,,,,,,,,,,0.205,0.039,-0.039,0,,,,,,,,,0,1,19h38m58.10s,294.742065,+43d32m12.6s,43.536835,,,,,,,,,6142,100,0,0,1.16,,0,0,1.45,0.27,0,0,,,Kepler-116 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.3,0.44,-0.44,0,0.021,0.004,-0.004,0,,,,,0.126,0.0033,-0.0033,0,2454977.433,0.00263,-0.00263,0,2014,3,0
Kepler-117,b,Transit,2,18.795952,0.000027,-0.000027,0,0.148,,,0,,,,,,,,,,,,,0.697,0.132,-0.132,0,,,,,,,,,0,1,19h15m10.33s,288.79303,+48d02m24.8s,48.040234,,,,,,,,,6169,100,0,0,,,,,1.47,0.28,0,0,,,Kepler-117 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7.81,1.48,-1.48,0,0.072,0.014,-0.014,0,,,,,0.3134,0.0034,-0.0034,0,2454978.82,0.00089,-0.00089,0,2014,3,0
Kepler-117,c,Transit,2,50.790412,0.000039,-0.000039,0,0.287,,,0,,,,,,,,,,,,,1.008,0.191,-0.191,0,,,,,,,,,0,1,19h15m10.33s,288.79303,+48d02m24.8s,48.040234,,,,,,,,,6169,100,0,0,,,,,1.47,0.28,0,0,,,Kepler-117 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,11.3,2.14,-2.14,0,0.104,0.02,-0.02,0,,,,,0.4541,0.0016,-0.0016,0,2454968.631,0.00046,-0.00046,0,2014,3,0
Kepler-118,b,Transit,2,7.518496,0.000056,-0.000056,0,0.073,,,0,,,,,,,,,,,,,0.175,0.084,-0.084,0,,,,,,,,,0,1,19h56m51.16s,299.213165,+41d25m29.4s,41.424824,,,,,,,,,5274,200,0,0,0.86,,0,0,1.09,0.49,0,0,,,Kepler-118 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.96,0.94,-0.94,0,0.018,0.009,-0.009,0,,,,,0.119,0.0051,-0.0051,0,2454965.537,0.00459,-0.00459,0,2014,3,0
Kepler-118,c,Transit,2,20.17202,0.000013,-0.000013,0,0.141,,,0,,,,,,,,,,,,,0.685,0.306,-0.306,0,,,,,,,,,0,1,19h56m51.16s,299.213165,+41d25m29.4s,41.424824,,,,,,,,,5274,200,0,0,0.86,,0,0,1.09,0.49,0,0,,,Kepler-118 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7.68,3.43,-3.43,0,0.07,0.032,-0.032,0,,,,,0.1295,0.0009,-0.0009,0,2454974.208,0.00041,-0.00041,0,2014,3,0
Kepler-119,b,Transit,2,2.422082,0.000001,-0.000001,0,0.035,,,0,,,,,,,,,,,,,0.321,0.122,-0.122,0,,,,,,,,,0,1,19h43m47.14s,295.946411,+42d39m32.1s,42.658924,,,,,,,,,5595,200,0,0,,,,,0.84,0.32,0,0,,,Kepler-119 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.6,1.37,-1.37,0,0.033,0.013,-0.013,0,,,,,0.1072,0.0005,-0.0005,0,2454965.939,0.00019,-0.00019,0,2014,3,0
Kepler-119,c,Transit,2,4.125103,0.000028,-0.000028,0,0.049,,,0,,,,,,,,,,,,,0.082,0.031,-0.031,0,,,,,,,,,0,1,19h43m47.14s,295.946411,+42d39m32.1s,42.658924,,,,,,,,,5595,200,0,0,,,,,0.84,0.32,0,0,,,Kepler-119 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.92,0.35,-0.35,0,0.008,0.003,-0.003,0,,,,,0.1183,0.005,-0.005,0,2454966.641,0.00452,-0.00452,0,2014,3,0
Kepler-120,b,Transit,2,6.312501,0.000008,-0.000008,0,0.055,,,0,,,,,,,,,,,,,0.192,0.015,-0.015,0,,,,,,,,,0,1,19h11m33.99s,287.891632,+39d20m20.8s,39.339123,,,,,,,,,4096,150,0,0,,,,,0.53,0.03,0,0,,,Kepler-120 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.15,0.17,-0.17,0,0.02,0.002,-0.002,0,,,,,0.1212,0.0014,-0.0014,0,2454965.654,0.00084,-0.00084,0,2014,3,0
Kepler-120,c,Transit,2,12.794585,0.000044,-0.000044,0,0.088,,,0,,,,,,,,,,,,,0.136,0.008,-0.008,0,,,,,,,,,0,1,19h11m33.99s,287.891632,+39d20m20.8s,39.339123,,,,,,,,,4096,150,0,0,,,,,0.53,0.03,0,0,,,Kepler-120 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.53,0.09,-0.09,0,0.014,0.001,-0.001,0,,,,,0.1437,0.0025,-0.0025,0,2454963.765,0.00209,-0.00209,0,2014,3,0
Kepler-121,b,Transit,2,3.177422,0.000003,-0.000003,0,0.039,,,0,,,,,,,,,,,,,0.209,0.113,-0.113,0,,,,,,,,,0,1,19h04m38.90s,286.162079,+39d40m40.8s,39.677994,,,,,,,,,5311,200,0,0,,,,,0.7,0.38,0,0,,,Kepler-121 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.34,1.27,-1.27,0,0.021,0.012,-0.012,0,,,,,0.0615,0.0009,-0.0009,0,2454967.478,0.00047,-0.00047,0,2014,3,0
Kepler-121,c,Transit,2,41.008011,0.000191,-0.000191,0,0.216,,,0,,,,,,,,,,,,,0.203,0.112,-0.112,0,,,,,,,,,0,1,19h04m38.90s,286.162079,+39d40m40.8s,39.677994,,,,,,,,,5311,200,0,0,,,,,0.7,0.38,0,0,,,Kepler-121 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.27,1.25,-1.25,0,0.021,0.011,-0.011,0,,,,,0.1657,0.0043,-0.0043,0,2454980.035,0.00265,-0.00265,0,2014,3,0
Kepler-122,b,Transit,5,5.766193,0.000016,-0.000016,0,0.064,,,0,,,,,,,,,,,,,0.209,0.041,-0.041,0,,,,,,,,,0,1,19h24m26.85s,291.111877,+39d56m56.8s,39.949104,,,,,,,,,6050,137,0,0,0.99,,0,0,1.22,0.24,0,0,,,Kepler-122 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.34,0.46,-0.46,0,0.021,0.004,-0.004,0,,,,,0.1602,0.002,-0.002,0,2454967.015,0.00173,-0.00173,0,2014,3,0
Kepler-122,c,Transit,5,12.465988,0.000009,-0.000009,0,0.108,,,0,,,,,,,,,,,,,0.524,0.103,-0.103,0,,,,,,,,,0,1,19h24m26.85s,291.111877,+39d56m56.8s,39.949104,,,,,,,,,6050,137,0,0,0.99,,0,0,1.22,0.24,0,0,,,Kepler-122 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5.87,1.16,-1.16,0,0.054,0.011,-0.011,0,,,,,0.211,0.0023,-0.0023,0,2454967.003,0.00047,-0.00047,0,2014,3,0
Kepler-122,d,Transit,5,21.587475,0.000164,-0.000164,0,0.155,,,0,,,,,,,,,,,,,0.196,0.039,-0.039,0,,,,,,,,,0,1,19h24m26.85s,291.111877,+39d56m56.8s,39.949104,,,,,,,,,6050,137,0,0,0.99,,0,0,1.22,0.24,0,0,,,Kepler-122 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.2,0.44,-0.44,0,0.02,0.004,-0.004,0,,,,,0.1951,0.0055,-0.0055,0,2454975.973,0.00379,-0.00379,0,2014,3,0
Kepler-122,e,Transit,5,37.993273,0.00039,-0.00039,0,0.227,,,0,,,,,,,,,,,,,0.232,0.048,-0.048,0,,,,,,,,,1,1,19h24m26.85s,291.111877,+39d56m56.8s,39.949104,,,,,,,,,6050,137,0,0,0.99,,0,0,1.22,0.24,0,0,,,Kepler-122 e,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.6,0.54,-0.54,0,0.024,0.005,-0.005,0,,,,,0.2981,0.0068,-0.0068,0,2454996.016,0.00579,-0.00579,0,2014,3,0
Kepler-122,f,Transit Timing Variations,5,56.268,,,0,,,,,,,,,0.113,0.061,-0.051,0,,,,,0.156,0.054,-0.014,0,,,,,,,,,1,1,19h24m26.85s,291.111877,+39d56m56.8s,39.949104,,,,,,,,,6050,137,0,0,0.99,,0,0,1.22,0.24,0,0,,,Kepler-122 f,1,0,0,0,0,0,,,,,,,,,,,,,36,19.4,-16.2,0,,,,,1.75,0.6,-0.16,0,0.016,0.005,-0.002,0,,,,,,,,,,,,,2014,3,0
Kepler-123,b,Transit,2,17.232366,0.000056,-0.000056,0,0.135,,,0,,,,,,,,,,,,,0.262,0.051,-0.051,0,,,,,,,,,0,1,19h47m59.67s,296.998627,+42d46m55.0s,42.781956,,,,,,,,,6089,121,0,0,1.03,,0,0,1.26,0.24,0,0,,,Kepler-123 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.94,0.57,-0.57,0,0.027,0.005,-0.005,0,,,,,0.1902,0.0027,-0.0027,0,2454968.091,0.00193,-0.00193,0,2014,3,0
