kepid,kepoi_name,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_sparprov,koi_vet_stat,koi_vet_date,ra,dec,koi_kepmag
3437776,K00549.01,FALSE POSITIVE,FALSE POSITIVE,10.297721,4.70E-05,-4.70E-05,131.7266,3.20E-03,-3.20E-03,5.85E+02,,,3.9623,,,,,,0.03,1.00E-01,-1.00E-01,89.95,,,0.09,,,0,,,,,,18,1.3,-1.3,0.0204,9.50E-03,-9.50E-03,2.2,1.5,-1.5,841,,,5760,118,-118,4.42,0.3,-0.3,0.98,0.52,-0.52,,,,Pinsonneault,Active,12/19/13,289.799072,38.555061,14.565
3437776,K00549.02,FALSE POSITIVE,FALSE POSITIVE,0.63558575,6.70E-07,-6.70E-07,133.41778,6.30E-04,-6.30E-04,4.42E+02,,,2.7805,,,,,,0.024,1.00E-01,-1.00E-01,89.38,,,0.014,,,0,,,,,,1.72,0.013,-0.013,0.0192,1.40E-03,-1.40E-03,2.1,1.1,-1.1,2131,,,5760,118,-118,4.42,0.3,-0.3,0.98,0.52,-0.52,,,,Pinsonneault,Active,10/25/13,289.799072,38.555061,14.565
10793172,K02871.02,CANDIDATE,CANDIDATE,5.363717,4.20E-05,-4.20E-05,134.6491,5.30E-03,-5.30E-03,1.20E+02,,,2.7624,,,,,,0.03,2.80E-01,-2.80E-01,89.95,,,0.059,,,0,,,,,,13.8,2.3,-2.3,0.0097,4.70E-03,-4.70E-03,0.89,0.6,-0.6,947,,,5677,90,-90,4.56,0.3,-0.3,0.84,0.39,-0.39,,,,Pinsonneault,Active,12/19/13,290.20163,48.185822,14.754
7136729,K02872.01,FALSE POSITIVE,FALSE POSITIVE,3.173199,1.40E-05,-1.40E-05,133.3805,2.70E-03,-2.70E-03,1.22E+02,,,2.4992,,,,,,0.37,8.00E-01,-8.00E-01,87.66,,,0.04,,,0,,,,,,8.9,4.1,-4.1,0.01,4.90E-03,-4.90E-03,0.99,0.73,-0.73,1140,,,5417,75,-75,4.43,0.3,-0.3,0.91,0.5,-0.5,,,,Pinsonneault,Active,12/19/13,296.886536,42.655079,14.162
6364276,K02873.01,FALSE POSITIVE,FALSE POSITIVE,5.243903,6.80E-05,-6.80E-05,132.7021,9.20E-03,-9.20E-03,1.66E+02,,,9.083,,,,,,0.02,1.50E-01,-1.50E-01,89.95,,,0.049,,,0,,,,,,4.48,0.2,-0.2,0.0114,5.40E-03,-5.40E-03,0.67,0.32,-0.32,611,,,4171,71,-71,4.73,0.3,-0.3,0.541,0.011,-0.011,,,,Pinsonneault,Active,12/19/13,291.898926,41.744492,15.29
4367854,K02876.01,CANDIDATE,CANDIDATE,5.195199,3.80E-05,-3.80E-05,133.3445,5.90E-03,-5.90E-03,3.27E+02,,,2.0635,,,,,,0.87,7.60E-01,-7.60E-01,84.8,,,0.053,,,0,,,,,,9.6,4.5,-4.5,0.0196,8.20E-03,-8.20E-03,1.6,1.6,-1.6,836,,,5058,69,-69,4.57,0.3,-0.3,0.74,0.67,-0.67,,,,Pinsonneault,Active,12/19/13,292.379028,39.435841,14.937
6521045,K00041.03,CANDIDATE,CONFIRMED,35.33314,6.30E-04,-6.30E-04,153.9839,6.70E-03,-6.70E-03,8.70E+01,,,6.1426,,,,,,0.92,1.00E-01,-1.00E-01,87.09,,,0.218,,,0,,,,,,18.38,0.36,-0.36,0.01042,3.00E-04,-3.00E-04,1.4,0.18,-0.18,620,,,5909,60,-60,4.3,0.1,-0.1,1.23,0.16,-0.16,,,,SME,Active,12/19/13,291.385986,41.990269,11.197
8077137,K00274.01,CANDIDATE,CONFIRMED,15.09205,3.50E-04,-3.50E-04,175.9276,7.90E-03,-7.90E-03,5.00E+01,,,4.1385,,,,,,0.44,1.70E-01,-1.70E-01,88.81,,,0.127,,,0,,,,,,25.3,8,-8,0.00663,3.30E-04,-3.30E-04,1.13,0.17,-0.17,940,,,6090,100,-100,4.13,0.1,-0.1,1.55,0.22,-0.22,,,,SME,Active,12/19/13,282.492218,43.980209,11.39
7019524,K02877.01,CANDIDATE,CANDIDATE,5.308774,3.60E-05,-3.60E-05,134.2456,4.60E-03,-4.60E-03,1.36E+02,,,3.1013,,,,,,0.14,7.80E-01,-7.80E-01,89.38,,,0.059,,,0,,,,,,13.1,6.5,-6.5,0.0104,5.00E-03,-5.00E-03,1.06,0.82,-0.82,1032,,,5880,124,-124,4.49,0.3,-0.3,0.93,0.57,-0.57,,,,Pinsonneault,Active,12/19/13,286.958435,42.541382,14.699
5106313,K02878.01,CANDIDATE,CANDIDATE,3.895233,1.70E-05,-1.70E-05,131.8589,2.60E-03,-2.60E-03,2.05E+02,,,1.6896,,,,,,0.23,7.70E-01,-7.70E-01,89.38,,,0.045,,,0,,,,,,17.3,8.5,-8.5,0.0128,6.20E-03,-6.20E-03,0.96,0.49,-0.49,866,,,5038,64,-64,4.66,0.3,-0.3,0.68,0.12,-0.12,,,,Pinsonneault,Active,12/19/13,293.793579,40.240929,14.756
9825174,K02880.01,FALSE POSITIVE,FALSE POSITIVE,0.7409258,2.30E-06,-2.30E-06,131.9093,1.70E-03,-1.70E-03,2.28E+02,,,1.1062,,,,,,0.62,9.40E-01,-9.40E-01,81.36,,,0.015,,,0,,,,,,4.1,2,-2,0.0146,6.00E-03,-6.00E-03,1.4,1.1,-1.1,1906,,,5613,92,-92,4.49,0.3,-0.3,0.89,0.57,-0.57,,,,Pinsonneault,Active,10/25/13,289.195465,46.651699,15.918
5642620,K02882.01,CANDIDATE,CANDIDATE,75.8577898,,,165.5663867,,,1.32E+03,,,4.7715,,,,,,0.2553,1.00E-01,-1.00E-01,89.95,,,0.312,,,0,,,,,,121.522279,0,0,0.03262,0.00E+00,0.00E+00,2.5,1.1,-1.1,293,,,4442,200,-200,4.6,0.3,-0.3,0.7,0.3,-0.3,,,,KIC,Active,12/19/13,297.590851,40.81496,15.398
5642620,K02882.02,CANDIDATE,CANDIDATE,0.49339506,,,131.5723561,,,3.04E+02,,,0.8838,,,,,,0.2602,1.00E-01,-1.00E-01,86.52,,,0.011,,,0,,,,,,4.234339,0,0,0.01581,0.00E+00,0.00E+00,1.2,0.52,-0.52,1560,,,4442,200,-200,4.6,0.3,-0.3,0.7,0.3,-0.3,,,,KIC,Active,10/25/13,297.590851,40.81496,15.398
5209845,K02883.01,CANDIDATE,CANDIDATE,11.954051,8.90E-05,-8.90E-05,140.2598,5.80E-03,-5.80E-03,9.82E+02,,,2.6664,,,,,,0.75,9.40E-01,-9.40E-01,88.24,,,0.088,,,0,,,,,,24,12,-12,0.031,1.20E-02,-1.20E-02,2.5,1.4,-1.4,530,,,4187,200,-200,4.52,0.3,-0.3,0.72,0.3,-0.3,,,,KIC,Active,12/19/13,297.373322,40.366402,15.911
9652649,K02884.01,FALSE POSITIVE,FALSE POSITIVE,2.488966,2.30E-05,-2.30E-05,132.0902,6.10E-03,-6.10E-03,5.80E+01,,,4.5705,,,,,,0.09,9.80E-01,-9.80E-01,88.81,,,0.035,,,0,,,,,,4.1,1.9,-1.9,0.0067,2.80E-03,-2.80E-03,0.64,0.37,-0.37,1245,,,5642,77,-77,4.51,0.3,-0.3,0.88,0.36,-0.36,,,,Pinsonneault,Active,10/25/13,293.258118,46.305729,14.103
6072593,K03070.01,FALSE POSITIVE,FALSE POSITIVE,5.075358,3.10E-05,-3.10E-05,133.9303,4.30E-03,-4.30E-03,1.56E+02,,,1.7583,,,,,,0.93,5.10E-01,-5.10E-01,83.65,,,0.057,,,0,,,,,,8.8,4.4,-4.4,0.0145,6.30E-03,-6.30E-03,1.8,1,-1,1157,,,5913,108,-108,4.33,0.3,-0.3,1.12,0.42,-0.42,,,,Pinsonneault,Active,12/19/13,299.447327,41.398121,14.196
5865654,K03071.01,CANDIDATE,CANDIDATE,23.95536,2.20E-04,-2.20E-04,146.6637,6.40E-03,-6.40E-03,2.19E+02,,,3.2848,,,,,,0.8,9.00E-01,-9.00E-01,88.81,,,0.158,,,0,,,,,,36,17,-17,0.0152,6.00E-03,-6.00E-03,3.4,1.5,-1.5,785,,,4934,75,-75,3.77,0.3,-0.3,2.05,0.36,-0.36,,,,Pinsonneault,Active,12/19/13,288.243774,41.110081,14.553
3219643,K03072.01,CANDIDATE,CANDIDATE,24.33553,2.20E-04,-2.20E-04,154.4076,6.30E-03,-6.30E-03,6.06E+02,,,3.3532,,,,,,0.03,1.90E-01,-1.90E-01,89.95,,,0.15,,,0,,,,,,58.4,5.6,-5.6,0.022,1.10E-02,-1.10E-02,1.8,1.3,-1.3,511,,,5119,80,-80,4.54,0.3,-0.3,0.77,0.38,-0.38,,,,Pinsonneault,Active,12/19/13,286.761475,38.34351,15.581
8546542,K03073.01,CANDIDATE,CANDIDATE,7.409861,3.20E-05,-3.20E-05,138.1811,3.00E-03,-3.00E-03,2.16E+02,,,1.199,,,,,,0.81,7.20E-01,-7.20E-01,88.24,,,0.071,,,0,,,,,,31,15,-15,0.0154,6.20E-03,-6.20E-03,1.3,0.98,-0.98,786,,,5400,104,-104,4.6,0.3,-0.3,0.77,0.5,-0.5,,,,Pinsonneault,Active,12/19/13,285.748505,44.632462,14.449
8197560,K03074.01,FALSE POSITIVE,FALSE POSITIVE,1.0242555,3.50E-06,-3.50E-06,131.4917,2.80E-03,-2.80E-03,1.89E+03,,,1.8297,,,,,,0.62,8.70E-01,-8.70E-01,79.64,,,0.019,,,0,,,,,,3.4,1.5,-1.5,0.041,1.50E-02,-1.50E-02,3.7,1.9,-1.9,1481,,,5136,200,-200,4.59,0.3,-0.3,0.81,0.3,-0.3,,,,KIC,Active,12/19/13,300.977936,44.089069,16.695
3328080,K03075.01,CANDIDATE,CANDIDATE,4.76559,2.60E-05,-2.60E-05,133.5038,3.40E-03,-3.40E-03,7.40E+01,,,2.1288,,,,,,0.57,7.60E-01,-7.60E-01,87.66,,,0.051,,,0,,,,,,14.2,6.8,-6.8,0.0081,2.90E-03,-2.90E-03,0.74,,,928,,,5183,,,4.482,,,0.84,,,,,,J-K,Active,12/19/13,287.205872,38.498055,12.994
8430964,K03078.01,CANDIDATE,CANDIDATE,2.986172,2.70E-05,-2.70E-05,133.4782,6.00E-03,-6.00E-03,1.44E+02,,,3.2928,,,,,,0.14,7.80E-01,-7.80E-01,88.81,,,0.042,,,0,,,,,,6.8,3.3,-3.3,0.0106,5.00E-03,-5.00E-03,1.14,0.73,-0.73,1316,,,6146,134,-134,4.48,0.3,-0.3,0.99,0.43,-0.43,,,,Pinsonneault,Active,10/25/13,291.886322,44.478981,15.33
3654719,K03081.01,FALSE POSITIVE,FALSE POSITIVE,25.91912,5.00E-04,-5.00E-04,138.208,1.20E-02,-1.20E-02,4.97E+02,,,4.8797,,,,,,0.03,3.40E-01,-3.40E-01,89.95,,,0.167,,,0,,,,,,41,13,-13,0.0197,9.80E-03,-9.80E-03,1.8,1.1,-1.1,543,,,5585,80,-80,4.58,0.3,-0.3,0.81,0.34,-0.34,,,,Pinsonneault,Active,12/19/13,293.777374,38.775459,15.406
6021275,K00284.03,CANDIDATE,CONFIRMED,6.178165,4.80E-05,-4.80E-05,168.8607,2.60E-03,-2.60E-03,1.09E+02,,,3.3098,,,,,,0.824,1.00E-01,-1.00E-01,84.22,,,0.066,,,0,,,,,,8.4,1.5,-1.5,0.01087,2.80E-04,-2.80E-04,1.22,0.13,-0.13,1033,,,5925,53,-53,4.4,0.1,-0.1,1.03,0.1,-0.1,,,,SPC,Active,12/19/13,283.235809,41.34304,11.818
10619142,K03082.01,FALSE POSITIVE,FALSE POSITIVE,2.045145,1.50E-05,-1.50E-05,132.3696,5.30E-03,-5.30E-03,1.73E+02,,,4.0316,,,,,,0.02,1.20E-01,-1.20E-01,89.95,,,0.04,,,0,,,,,,3.96,0.21,-0.21,0.0117,5.50E-03,-5.50E-03,2.7,1.8,-1.8,2963,,,9205,200,-200,4.11,0.3,-0.3,2.13,0.98,-0.98,,,,Pinsonneault,Active,12/19/13,298.380524,47.836048,14.978
7106173,K03083.01,CANDIDATE,CANDIDATE,10.183244,8.80E-05,-8.80E-05,133.2077,5.50E-03,-5.50E-03,5.50E+01,,,3.3426,,,,,,0.12,7.80E-01,-7.80E-01,89.95,,,0.092,,,0,,,,,,23,12,-12,0.0066,3.20E-03,-3.20E-03,0.66,0.41,-0.41,821,,,5923,79,-79,4.53,0.3,-0.3,0.91,0.36,-0.36,,,,Pinsonneault,Active,12/19/13,287.978851,42.679359,12.857
7106173,K03083.02,CANDIDATE,CANDIDATE,6.232171,5.50E-05,-5.50E-05,135.2295,5.70E-03,-5.70E-03,3.50E+01,,,2.6955,,,,,,0.42,8.00E-01,-8.00E-01,88.24,,,0.067,,,0,,,,,,16.2,7.8,-7.8,0.0055,2.40E-03,-2.40E-03,0.54,0.32,-0.32,962,,,5923,79,-79,4.53,0.3,-0.3,0.91,0.36,-0.36,,,,Pinsonneault,Active,10/25/13,287.978851,42.679359,12.857
9946525,K00398.03,CANDIDATE,CONFIRMED,1.7293718,9.00E-06,-9.00E-06,133.8171,1.30E-03,-1.30E-03,4.74E+02,,,1.7387,,,,,,0.245,1.00E-01,-1.00E-01,88.24,,,0.026,,,0,,,,,,7.55,0.9,-0.9,0.01949,4.60E-04,-4.60E-04,1.65,0.92,-0.92,1249,,,5187,95,-95,4.55,0.3,-0.3,0.78,0.43,-0.43,,,,Pinsonneault,Active,12/19/13,289.786224,46.858791,15.342
7289157,K00399.01,FALSE POSITIVE,FALSE POSITIVE,5.2663825,3.70E-06,-3.70E-06,173.83394,2.40E-04,-2.40E-04,7.06E+04,,,3.8295,,,,,,1.3,9.20E-01,-9.20E-01,82.51,,,0.06,,,0,,,,,,10.3,3.5,-3.5,0.62,3.00E-01,-3.00E-01,77,40,-40,1139,,,5922,200,-200,4.35,0.2,-0.2,1.14,0.23,-0.23,,,,SME,Active,12/19/13,293.966064,42.837269,12.947
2695110,K00400.01,FALSE POSITIVE,FALSE POSITIVE,44.18926,1.00E-04,-1.00E-04,209.9916,1.50E-03,-1.50E-03,3.79E+03,,,5.2777,,,,,,1.05,6.30E-01,-6.30E-01,87.66,,,0.248,,,0,,,,,,23,10,-10,0.148,5.10E-02,-5.10E-02,16.7,9.6,-9.6,548,,,6090,101,-101,4.43,0.3,-0.3,1.03,0.48,-0.48,,,,Pinsonneault,Active,12/19/13,286.5242,37.985432,14.882
3217264,K00401.01,CANDIDATE,CONFIRMED,29.198926,5.50E-05,-5.50E-05,185.44058,8.30E-04,-8.30E-04,2.08E+03,,,5.1414,,,,,,0.45,2.60E-01,-2.60E-01,89.38,,,0.18,,,0,,,,,,41,17,-17,0.042,1.60E-03,-1.60E-03,7.23,0.82,-0.82,700,,,5363,92,-92,4,0.3,-0.3,1.58,0.17,-0.17,,,,Pinsonneault,Active,12/19/13,285.853668,38.384121,14.001
3217264,K00401.02,CANDIDATE,CONFIRMED,160.0172,1.20E-03,-1.20E-03,251.2846,2.80E-03,-2.80E-03,1.59E+03,,,5.643,,,,,,0.862,1.00E-01,-1.00E-01,89.38,,,0.559,,,0,,,,,,127,53,-53,0.0424,1.80E-03,-1.80E-03,7.31,0.84,-0.84,397,,,5363,92,-92,4,0.3,-0.3,1.58,0.17,-0.17,,,,Pinsonneault,Active,12/19/13,285.853668,38.384121,14.001
8554498,K00005.02,CANDIDATE,CANDIDATE,7.05186,2.80E-04,-2.80E-04,133.367,1.50E-02,-1.50E-02,1.80E+01,,,3.6882,,,,,,0.75,1.00E-01,-1.00E-01,85.37,,,0.075,,,0,,,,,,9.8,0.56,-0.56,0.00428,3.80E-04,-3.80E-04,0.66,0.1,-0.1,1124,,,5861,60,-60,4.19,0.1,-0.1,1.42,0.18,-0.18,,,,SME,Active,10/25/13,289.739716,44.647419,11.665
6850504,K00070.01,CANDIDATE,CONFIRMED,10.8540894,8.40E-06,-8.40E-06,138.60752,3.80E-04,-3.80E-04,1.03E+03,,,3.8226,,,,,,0.656,1.00E-01,-1.00E-01,87.66,,,0.093,,,0,,,,,,17.3,1.7,-1.7,0.03094,2.60E-04,-2.60E-04,3.17,0.26,-0.26,763,,,5443,44,-44,4.45,0.1,-0.1,0.939,0.077,-0.077,,,,SME,Active,12/19/13,287.697998,42.338718,12.498
3217264,K00401.03,CANDIDATE,CONFIRMED,55.3285,1.10E-03,-1.10E-03,186.3248,9.00E-03,-9.00E-03,2.98E+02,,,6.8556,,,,,,0.04,8.30E-01,-8.30E-01,89.95,,,0.275,,,0,,,,,,63,26,-26,0.01545,7.90E-04,-7.90E-04,2.66,0.32,-0.32,567,,,5363,92,-92,4,0.3,-0.3,1.58,0.17,-0.17,,,,Pinsonneault,Active,12/19/13,285.853668,38.384121,14.001
3342592,K00402.01,FALSE POSITIVE,FALSE POSITIVE,17.1773292,2.80E-06,-2.80E-06,170.54559,1.10E-04,-1.10E-04,2.64E+04,,,7.9075,,,,,,0.0116,1.00E-01,-1.00E-01,89.95,,,0.132,,,0,,,,,,19.216,0.028,-0.028,0.1444,1.80E-03,-1.80E-03,14.8,7.9,-7.9,706,,,6007,126,-126,4.51,0.3,-0.3,0.94,0.5,-0.5,,,,Pinsonneault,Active,12/19/13,291.556305,38.446289,14.923
4247092,K00403.01,CANDIDATE,CANDIDATE,21.056478,6.10E-05,-6.10E-05,171.13292,9.90E-04,-9.90E-04,1.45E+03,,,1.3749,,,,,,1.37,9.00E-01,-9.00E-01,87.66,,,0.146,,,0,,,,,,37.2,6.6,-6.6,0.4,2.00E-01,-2.00E-01,42,27,-27,657,,,5784,82,-82,4.44,0.3,-0.3,0.97,0.4,-0.4,,,,Pinsonneault,Active,12/19/13,286.879669,39.378391,14.169
4949751,K00404.01,FALSE POSITIVE,FALSE POSITIVE,31.805064,4.40E-05,-4.40E-05,186.39041,9.50E-04,-9.50E-04,4.24E+03,,,5.9477,,,,,,1.01,3.00E-01,-3.00E-01,85.94,,,0.198,,,0,,,,,,15.3,3.9,-3.9,0.121,3.00E-02,-3.00E-02,12.1,4.8,-4.8,566,,,5956,86,-86,4.52,0.3,-0.3,0.92,0.28,-0.28,,,,Pinsonneault,Active,12/19/13,298.044525,40.086361,14.517
5003117,K00405.01,FALSE POSITIVE,FALSE POSITIVE,37.613572,1.10E-05,-1.10E-05,190.69545,1.00E-04,-1.00E-04,2.85E+04,,,7.1786,,,,,,0.5652,1.00E-01,-1.00E-01,89.38,,,0.211,,,0,,,,,,40.53,0.41,-0.41,0.1594,2.10E-04,-2.10E-04,15.3,9.3,-9.3,503,,,5577,78,-78,4.49,0.3,-0.3,0.88,0.53,-0.53,,,,Pinsonneault,Active,12/19/13,289.361359,40.128819,14.026
5035972,K00406.01,FALSE POSITIVE,FALSE POSITIVE,49.266818,3.20E-05,-3.20E-05,191.18652,4.20E-04,-4.20E-04,8.34E+03,,,3.6642,,,,,,0.95,1.70E-01,-1.70E-01,88.81,,,0.259,,,0,,,,,,41.5,2.3,-2.3,0.128,8.10E-03,-8.10E-03,14.5,7.6,-7.6,516,,,5848,134,-134,4.38,0.3,-0.3,1.04,0.54,-0.54,,,,Pinsonneault,Active,12/19/13,297.772186,40.15506,14.385
5218441,K00407.01,FALSE POSITIVE,FALSE POSITIVE,3.6137575,1.30E-06,-1.30E-06,171.4219,2.40E-04,-2.40E-04,5.30E+03,,,5.3533,,,,,,0.77,1.00E-01,-1.00E-01,77.35,,,0.047,,,0,,,,,,3.554,0.051,-0.051,0.07401,3.10E-04,-3.10E-04,7.7,3.5,-3.5,1190,,,6007,113,-113,4.5,0.3,-0.3,0.95,0.43,-0.43,,,,Pinsonneault,Active,12/19/13,299.075134,40.35833,14.915
5351250,K00408.01,CANDIDATE,CONFIRMED,7.381996,1.30E-05,-1.30E-05,173.07147,7.60E-04,-7.60E-04,1.47E+03,,,3.117,,,,,,0.48,1.40E-01,-1.40E-01,88.24,,,0.073,,,0,,,,,,16.6,4.5,-4.5,0.03586,7.60E-04,-7.60E-04,3.7,1.5,-1.5,925,,,5855,96,-96,4.48,0.3,-0.3,0.94,0.38,-0.38,,,,Pinsonneault,Active,12/19/13,288.2341,40.520901,14.985
5351250,K00408.02,CANDIDATE,CONFIRMED,12.56091,4.50E-05,-4.50E-05,166.7972,1.70E-03,-1.70E-03,9.18E+02,,,3.787,,,,,,0.43,1.50E-01,-1.50E-01,88.81,,,0.105,,,0,,,,,,23.7,6.4,-6.4,0.02815,6.40E-04,-6.40E-04,2.9,1.2,-1.2,772,,,5855,96,-96,4.48,0.3,-0.3,0.94,0.38,-0.38,,,,Pinsonneault,Active,12/19/13,288.2341,40.520901,14.985
4165473,K00550.01,CANDIDATE,CANDIDATE,13.023636,8.00E-05,-8.00E-05,178.5243,2.10E-03,-2.10E-03,5.81E+02,,,4.3869,,,,,,0.883,1.00E-01,-1.00E-01,85.94,,,0.108,,,0,,,,,,11.9,1.3,-1.3,0.02583,4.00E-04,-4.00E-04,2.5,1.2,-1.2,743,,,5870,78,-78,4.54,0.3,-0.3,0.89,0.42,-0.42,,,,Pinsonneault,Active,12/19/13,293.470123,39.252811,14.07
4270253,K00551.01,CANDIDATE,CONFIRMED,11.637026,9.80E-05,-9.80E-05,178.8441,2.70E-03,-2.70E-03,5.90E+02,,,3.3387,,,,,,0.64,4.50E-01,-4.50E-01,88.24,,,0.1,,,0,,,,,,21.2,8.1,-8.1,0.0234,2.10E-03,-2.10E-03,2.25,0.92,-0.92,764,,,5835,114,-114,4.54,0.3,-0.3,0.88,0.35,-0.35,,,,Pinsonneault,Active,12/19/13,293.530853,39.315891,14.943
4270253,K00551.02,CANDIDATE,CONFIRMED,5.688018,4.50E-05,-4.50E-05,133.9537,2.70E-03,-2.70E-03,4.34E+02,,,2.285,,,,,,0.75,3.40E-01,-3.40E-01,86.52,,,0.062,,,0,,,,,,13.2,5,-5,0.0208,1.90E-03,-1.90E-03,2,0.81,-0.81,971,,,5835,114,-114,4.54,0.3,-0.3,0.88,0.35,-0.35,,,,Pinsonneault,Active,12/19/13,293.530853,39.315891,14.943
5122112,K00552.01,FALSE POSITIVE,FALSE POSITIVE,3.05517,2.10E-06,-2.10E-06,171.0984,2.00E-04,-2.00E-04,7.89E+03,,,1.6028,,,,,,0.867,1.00E-01,-1.00E-01,84.8,,,0.043,,,0,,,,,,9.8,1.2,-1.2,0.094,1.50E-03,-1.50E-03,11,4.3,-4.3,1384,,,6283,128,-128,4.43,0.3,-0.3,1.07,0.42,-0.42,,,,Pinsonneault,Active,12/19/13,297.398254,40.229191,14.741
5303551,K00553.01,FALSE POSITIVE,FALSE POSITIVE,2.399059,7.50E-06,-7.50E-06,171.4559,2.10E-03,-2.10E-03,4.01E+02,,,3.2882,,,,,,0.01,1.50E-01,-1.50E-01,89.95,,,0.034,,,0,,,,,,5.71,0.5,-0.5,0.0179,8.20E-03,-8.20E-03,1.9,1.2,-1.2,1335,,,5620,121,-121,4.39,0.3,-0.3,0.99,0.41,-0.41,,,,Pinsonneault,Active,12/19/13,298.576416,40.491669,14.888
5443837,K00554.01,CANDIDATE,CANDIDATE,3.6584892,4.20E-06,-4.20E-06,170.54385,3.70E-04,-3.70E-04,4.33E+03,,,2.6341,,,,,,0.913,1.00E-01,-1.00E-01,81.36,,,0.047,,,0,,,,,,6.06,0.36,-0.36,0.07355,7.50E-04,-7.50E-04,7.7,3,-3,1215,,,6082,102,-102,4.5,0.3,-0.3,0.96,0.37,-0.37,,,,Pinsonneault,Active,12/19/13,290.351135,40.687,14.545
5709725,K00555.01,CANDIDATE,CANDIDATE,3.70173,3.80E-05,-3.80E-05,172.4494,3.10E-03,-3.10E-03,2.50E+02,,,2.4796,,,,,,0.257,1.00E-01,-1.00E-01,88.81,,,0.044,,,0,,,,,,11.21,0.72,-0.72,0.01426,4.50E-04,-4.50E-04,1.41,0.07,-0.07,1048,,,5245,44,-44,4.458,0.06,-0.06,0.903,0.038,-0.038,,,,SME,Active,12/19/13,293.123413,40.934769,14.759
5709725,K00555.02,CANDIDATE,CANDIDATE,86.4926,1.40E-03,-1.40E-03,181.8966,6.60E-03,-6.60E-03,9.27E+02,,,7.4094,,,,,,0.0202,1.00E-01,-1.00E-01,89.95,,,0.363,,,0,,,,,,91.6,5.8,-5.8,0.02721,5.40E-04,-5.40E-04,2.68,0.12,-0.12,365,,,5245,44,-44,4.458,0.06,-0.06,0.903,0.038,-0.038,,,,SME,Active,12/19/13,293.123413,40.934769,14.759
7700871,K00088.01,FALSE POSITIVE,FALSE POSITIVE,2.5898322,1.40E-06,-1.40E-06,133.88203,3.60E-04,-3.60E-04,3.11E+02,,,2.7248,,,,,,0.027,1.00E-01,-1.00E-01,89.95,,,0.036,,,0,,,,,,7.24,0.11,-0.11,0.0156,7.70E-03,-7.70E-03,1.7,1,-1,1338,,,5802,64,-64,4.42,0.3,-0.3,0.98,0.36,-0.36,,,,Pinsonneault,Active,12/19/13,297.319794,43.332722,11.871
5738496,K00556.01,FALSE POSITIVE,FALSE POSITIVE,9.501604,3.80E-05,-3.80E-05,175.6679,2.70E-03,-2.70E-03,6.41E+02,,,3.6771,,,,,,0.03,2.10E-01,-2.10E-01,89.95,,,0.088,,,0,,,,,,14.8,3.5,-3.5,0.023,1.10E-02,-1.10E-02,2.2,1.9,-1.9,840,,,5924,105,-105,4.53,0.3,-0.3,0.91,0.65,-0.65,,,,Pinsonneault,Active,12/19/13,299.679382,40.965141,14.799
5774349,K00557.01,CANDIDATE,CANDIDATE,15.65558,9.30E-05,-9.30E-05,170.7838,2.10E-03,-2.10E-03,9.42E+02,,,4.017,,,,,,0.78,2.10E-01,-2.10E-01,87.66,,,0.112,,,0,,,,,,20.1,8.1,-8.1,0.0311,2.40E-03,-2.40E-03,2.64,0.65,-0.65,598,,,5148,76,-76,4.54,0.3,-0.3,0.78,0.18,-0.18,,,,Pinsonneault,Active,12/19/13,285.911499,41.069439,14.97
5978361,K00558.01,CANDIDATE,CANDIDATE,9.178475,4.70E-05,-4.70E-05,173.0906,1.70E-03,-1.70E-03,7.42E+02,,,2.1613,,,,,,0.51,6.90E-01,-6.90E-01,88.81,,,0.083,,,0,,,,,,29,13,-13,0.0254,6.30E-03,-6.30E-03,2.2,1.1,-1.1,755,,,5506,84,-84,4.58,0.3,-0.3,0.8,0.34,-0.34,,,,Pinsonneault,Active,12/19/13,296.66275,41.261238,14.874
6422367,K00559.01,FALSE POSITIVE,FALSE POSITIVE,4.331346,6.80E-05,-6.80E-05,173.7013,5.10E-03,-5.10E-03,2.23E+02,,,2.9318,,,,,,0.917,1.00E-01,-1.00E-01,79.64,,,0.049,,,0,,,,,,5,1.2,-1.2,0.01681,8.50E-04,-8.50E-04,1.61,0.97,-0.97,1013,,,5423,76,-76,4.47,0.3,-0.3,0.88,0.53,-0.53,,,,Pinsonneault,Active,10/25/13,283.4711,41.873211,14.791
