kepid,kepoi_name,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_sparprov,koi_vet_stat,koi_vet_date,ra,dec,koi_kepmag
5649325,K02676.01,FALSE POSITIVE,FALSE POSITIVE,195.6115,1.10E-03,-1.10E-03,167.7465,4.20E-03,-4.20E-03,1.97E+03,,,21.097,,,,,,0.88,1.20E-01,-1.20E-01,88.81,,,0.713,,,0,,,,,,36,1.2,-1.2,0.04882,5.10E-04,-5.10E-04,12.1,2.6,-2.6,468,,,5952,132,-132,3.83,0.3,-0.3,2.27,0.49,-0.49,,,,Pinsonneault,Active,12/19/13,298.980377,40.87204,13.56
9958387,K02677.01,CANDIDATE,CANDIDATE,237.7882,1.10E-03,-1.10E-03,196.9685,2.70E-03,-2.70E-03,1.58E+03,,,8.5152,,,,,,0.949,1.00E-01,-1.00E-01,89.38,,,0.788,,,0,,,,,,78,2.6,-2.6,0.0497,9.60E-04,-9.60E-04,6.5,1,-1,348,,,6409,95,-95,4.34,0.3,-0.3,1.2,0.19,-0.19,,,,Pinsonneault,Active,12/19/13,294.75769,46.83112,13.46
6779260,K02678.01,CANDIDATE,CANDIDATE,3.8330915,6.30E-06,-6.30E-06,131.6334,1.20E-03,-1.20E-03,4.62E+02,,,1.6072,,,,,,0.92,4.80E-01,-4.80E-01,84.22,,,0.046,,,0,,,,,,8.8,3.6,-3.6,0.0248,4.60E-03,-4.60E-03,4.3,0.89,-0.89,1392,,,5371,62,-62,4,0.3,-0.3,1.59,0.14,-0.14,,,,Pinsonneault,Active,12/19/13,292.38855,42.233261,11.799
6716021,K02679.01,CANDIDATE,CANDIDATE,110.75576,5.70E-04,-5.70E-04,144.8026,3.90E-03,-3.90E-03,8.14E+03,,,6.3447,,,,,,0.92,2.70E-01,-2.70E-01,89.38,,,0.481,,,0,,,,,,76,11,-11,0.111,1.60E-02,-1.60E-02,14.1,2.3,-2.3,448,,,6516,124,-124,4.39,0.3,-0.3,1.167,0.088,-0.088,,,,Pinsonneault,Active,12/19/13,297.841248,42.118252,13.455
11231334,K00258.01,FALSE POSITIVE,FALSE POSITIVE,4.1574505,3.90E-06,-3.90E-06,172.49816,6.20E-04,-6.20E-04,1.10E+03,,,5.227,,,,,,0.025,1.00E-01,-1.00E-01,89.95,,,0.055,,,0,,,,,,6.287,0.022,-0.022,0.0299,5.00E-03,-5.00E-03,5,2.4,-2.4,1518,,,6528,91,-91,4.17,0.3,-0.3,1.53,0.69,-0.69,,,,Pinsonneault,Active,12/19/13,284.54184,48.961281,9.887
8326342,K02680.01,CANDIDATE,CANDIDATE,14.407937,2.40E-05,-2.40E-05,142.0265,1.10E-03,-1.10E-03,3.20E+03,,,2.0598,,,,,,0.94,2.20E-01,-2.20E-01,87.66,,,0.112,,,0,,,,,,23.3,3.2,-3.2,0.0718,8.80E-03,-8.80E-03,6.2,1.3,-1.3,640,,,5477,74,-74,4.6,0.3,-0.3,0.79,0.14,-0.14,,,,Pinsonneault,Active,12/19/13,299.791504,44.281231,14.599
9909735,K01779.01,CANDIDATE,CONFIRMED,4.6627227,6.10E-06,-6.10E-06,134.08119,4.10E-04,-4.10E-04,1.58E+03,,,2.8215,,,,,,0.64,1.20E-01,-1.20E-01,86.52,,,0.054,,,0,,,,,,10.3,3.2,-3.2,0.03832,9.50E-04,-9.50E-04,5.8,1.9,-1.9,1299,,,5812,106,-106,4.14,0.3,-0.3,1.39,0.46,-0.46,,,,Pinsonneault,Active,12/19/13,298.482819,46.793621,13.297
9909735,K01779.02,CANDIDATE,CONFIRMED,11.815018,3.60E-05,-3.60E-05,133.0899,1.10E-03,-1.10E-03,9.79E+02,,,2.7429,,,,,,0.853,1.00E-01,-1.00E-01,87.66,,,0.101,,,0,,,,,,19.2,6,-6,0.0329,8.50E-04,-8.50E-04,5,1.7,-1.7,950,,,5812,106,-106,4.14,0.3,-0.3,1.39,0.46,-0.46,,,,Pinsonneault,Active,12/19/13,298.482819,46.793621,13.297
11551692,K01781.01,CANDIDATE,CANDIDATE,7.8344508,7.00E-06,-7.00E-06,135.22059,4.30E-04,-4.30E-04,1.94E+03,,,2.9987,,,,,,0.801,1.00E-01,-1.00E-01,86.52,,,0.072,,,0,,,,,,13.4,2.9,-2.9,0.0454,1.00E-03,-1.00E-03,3.76,0.17,-0.17,713,,,4977,50,-50,4.59,0.1,-0.1,0.759,0.031,-0.031,,,,SPC,Active,12/19/13,287.605591,49.523258,12.231
11551692,K01781.02,CANDIDATE,CONFIRMED,3.0051569,4.70E-06,-4.70E-06,137.10268,5.90E-04,-5.90E-04,6.97E+02,,,2.0478,,,,,,0.814,1.00E-01,-1.00E-01,83.65,,,0.038,,,0,,,,,,7.1,1.5,-1.5,0.02739,6.30E-04,-6.30E-04,2.27,0.11,-0.11,981,,,4977,50,-50,4.59,0.1,-0.1,0.759,0.031,-0.031,,,,SPC,Active,12/19/13,287.605591,49.523258,12.231
10005758,K01783.01,CANDIDATE,CANDIDATE,134.47972,5.90E-04,-5.90E-04,169.2786,1.60E-03,-1.60E-03,4.04E+03,,,5.9562,,,,,,0.932,1.00E-01,-1.00E-01,89.38,,,0.533,,,0,,,,,,92.6,7.1,-7.1,0.0759,1.90E-03,-1.90E-03,8.5,3.1,-3.1,382,,,6235,75,-75,4.46,0.3,-0.3,1.03,0.37,-0.37,,,,Pinsonneault,Active,12/19/13,289.341431,46.988239,13.929
10158418,K01784.01,CANDIDATE,CANDIDATE,5.0074099,4.80E-06,-4.80E-06,135.02363,3.00E-04,-3.00E-04,3.36E+03,,,1.2441,,,,,,0.51,8.10E-01,-8.10E-01,88.81,,,0.057,,,0,,,,,,28,11,-11,0.0543,7.10E-03,-7.10E-03,5.2,3,-3,1017,,,5853,94,-94,4.54,0.3,-0.3,0.89,0.49,-0.49,,,,Pinsonneault,Active,12/19/13,297.646057,47.167488,13.592
3128793,K01786.01,CANDIDATE,CANDIDATE,24.678853,8.30E-05,-8.30E-05,137.7731,1.20E-03,-1.20E-03,8.34E+03,,,14.4315,,,,,,0.7248,1.00E-01,-1.00E-01,85.94,,,0.145,,,0,,,,,,10.67,0.94,-0.94,0.09027,2.50E-04,-2.50E-04,6.28,0.16,-0.16,432,,,4668,66,-66,4.65,0.3,-0.3,0.637,0.016,-0.016,,,,Pinsonneault,Active,12/19/13,294.207001,38.22345,14.633
5864975,K01787.01,CANDIDATE,CANDIDATE,98.7187,5.40E-04,-5.40E-04,131.5821,2.00E-03,-2.00E-03,7.12E+03,,,6.7238,,,,,,0.68,1.10E-01,-1.10E-01,89.38,,,0.418,,,0,,,,,,95,28,-28,0.0821,2.10E-03,-2.10E-03,8,1.6,-1.6,378,,,5866,86,-86,4.54,0.3,-0.3,0.89,0.18,-0.18,,,,Pinsonneault,Active,12/19/13,287.956573,41.130329,15.7
2975770,K01788.01,CANDIDATE,CANDIDATE,71.52622,2.10E-04,-2.10E-04,191.68849,9.90E-04,-9.90E-04,5.60E+03,,,5.8579,,,,,,0.07,4.00E-01,-4.00E-01,89.95,,,0.325,,,0,,,,,,99,43,-43,0.0665,5.90E-03,-5.90E-03,7.7,2.3,-2.3,373,,,4683,200,-200,4.34,0.3,-0.3,1.06,0.3,-0.3,,,,KIC,Active,12/19/13,287.737549,38.114559,14.521
6504954,K01790.01,CANDIDATE,CANDIDATE,130.35148,4.10E-04,-4.10E-04,144.0561,1.30E-03,-1.30E-03,5.10E+03,,,6.0679,,,,,,0,7.80E-01,-7.80E-01,89.95,,,0.5,,,0,,,,,,175,14,-14,0.0646,4.10E-03,-4.10E-03,6.7,2.7,-2.7,359,,,5890,114,-114,4.47,0.3,-0.3,0.95,0.38,-0.38,,,,Pinsonneault,Active,12/19/13,285.371948,41.993912,15.254
9410930,K00196.01,CANDIDATE,CONFIRMED,1.85555773,2.70E-07,-2.70E-07,137.180265,3.90E-05,-3.90E-05,1.07E+04,,,2.3354,,,,,,0.492,1.00E-01,-1.00E-01,85.37,,,0.029,,,0,,,,,,5.99,0.25,-0.25,0.09635,3.90E-04,-3.90E-04,9.4,4.7,-4.7,1401,,,5731,106,-106,4.51,0.3,-0.3,0.89,0.45,-0.45,,,,Pinsonneault,Active,12/19/13,294.513245,45.98164,14.465
5731623,K01793.01,CANDIDATE,CANDIDATE,3.261758,6.90E-06,-6.90E-06,131.77849,8.10E-04,-8.10E-04,3.94E+03,,,1.886,,,,,,1.24,9.30E-01,-9.30E-01,77.35,,,0.044,,,0,,,,,,5.6,2.4,-2.4,0.3,1.50E-01,-1.50E-01,32,19,-19,1218,,,5876,200,-200,4.5,0.3,-0.3,0.97,0.3,-0.3,,,,KIC,Active,12/19/13,298.316742,40.996101,15.28
6153672,K01794.01,FALSE POSITIVE,FALSE POSITIVE,3.3644286,2.10E-06,-2.10E-06,131.6668,4.50E-04,-4.50E-04,4.61E+03,,,1.284,,,,,,0.92,2.40E-01,-2.40E-01,85.37,,,0.044,,,0,,,,,,11.5,1.7,-1.7,0.0813,6.90E-03,-6.90E-03,7.9,5.6,-5.6,1167,,,5877,114,-114,4.54,0.3,-0.3,0.89,0.62,-0.62,,,,Pinsonneault,Active,12/19/13,299.356506,41.414291,15.337
10676014,K01797.01,CANDIDATE,CANDIDATE,16.781774,4.70E-05,-4.70E-05,139.79223,9.80E-04,-9.80E-04,9.19E+02,,,3.7677,,,,,,0.55,2.50E-01,-2.50E-01,88.81,,,0.115,,,0,,,,,,29.6,7.7,-7.7,0.0282,1.50E-03,-1.50E-03,2.2,2,-2,534,,,4907,64,-64,4.6,0.3,-0.3,0.7,0.64,-0.64,,,,Pinsonneault,Active,12/19/13,295.859375,47.93951,12.971
6867766,K01798.01,CANDIDATE,CANDIDATE,12.964712,1.20E-05,-1.20E-05,136.14256,3.30E-04,-3.30E-04,3.77E+03,,,1.7727,,,,,,0.968,1.00E-01,-1.00E-01,88.24,,,0.112,,,0,,,,,,27.1,7.3,-7.3,0.082,1.90E-02,-1.90E-02,9.1,3.2,-3.2,823,,,6202,114,-114,4.47,0.3,-0.3,1.01,0.27,-0.27,,,,Pinsonneault,Active,12/19/13,293.196198,42.370628,14.384
6058614,K01799.01,CANDIDATE,CANDIDATE,1.7310805,1.50E-06,-1.50E-06,134.77873,2.20E-04,-2.20E-04,1.25E+04,,,1.9973,,,,,,1.35,9.90E-01,-9.90E-01,71.05,,,0.029,,,0,,,,,,4.13,0.82,-0.82,0.47,2.30E-01,-2.30E-01,49,31,-31,1519,,,6029,135,-135,4.5,0.3,-0.3,0.95,0.39,-0.39,,,,Pinsonneault,Active,12/19/13,296.305725,41.31712,15.505
11017901,K01800.01,CANDIDATE,CANDIDATE,7.7942995,9.80E-06,-9.80E-06,137.25978,4.00E-04,-4.00E-04,2.91E+03,,,1.08,,,,,,0.91,9.60E-01,-9.60E-01,88.24,,,0.074,,,0,,,,,,30,15,-15,0.06,9.70E-03,-9.70E-03,6.2,2.1,-2.1,880,,,5600,62,-62,4.43,0.3,-0.3,0.94,0.28,-0.28,,,,Pinsonneault,Active,12/19/13,285.268585,48.560009,12.394
5088591,K01801.01,CANDIDATE,CANDIDATE,14.532271,5.00E-05,-5.00E-05,140.7284,1.30E-03,-1.30E-03,1.49E+03,,,3.2661,,,,,,0.59,6.50E-01,-6.50E-01,88.81,,,0.108,,,0,,,,,,29,14,-14,0.0365,4.80E-03,-4.80E-03,3.4,2.4,-2.4,662,,,5331,77,-77,4.47,0.3,-0.3,0.86,0.6,-0.6,,,,Pinsonneault,Active,12/19/13,288.471436,40.269791,14.625
11298298,K01802.01,CANDIDATE,CANDIDATE,5.248681,1.00E-05,-1.00E-05,135.51482,6.80E-04,-6.80E-04,6.10E+02,,,1.8401,,,,,,0.3,5.70E-01,-5.70E-01,89.38,,,0.06,,,0,,,,,,21.3,10,-10,0.0226,1.60E-03,-1.60E-03,2.42,0.92,-0.92,1088,,,6103,90,-90,4.48,0.3,-0.3,0.98,0.37,-0.37,,,,Pinsonneault,Active,12/19/13,292.530823,49.06171,13.345
4349442,K01803.01,CANDIDATE,CANDIDATE,4.539292,1.10E-05,-1.10E-05,133.95993,9.90E-04,-9.90E-04,6.46E+02,,,1.8752,,,,,,0.49,7.20E-01,-7.20E-01,88.24,,,0.048,,,0,,,,,,16.6,7.6,-7.6,0.0235,6.30E-03,-6.30E-03,1.8,2.5,-2.5,834,,,4926,90,-90,4.59,0.3,-0.3,0.71,0.96,-0.96,,,,Pinsonneault,Active,12/19/13,286.635529,39.488621,13.26
4644952,K01805.01,CANDIDATE,CONFIRMED,6.941344,1.70E-05,-1.70E-05,137.54422,9.00E-04,-9.00E-04,8.93E+02,,,2.1788,,,,,,0.936,1.00E-01,-1.00E-01,84.8,,,0.07,,,0,,,,,,10.7,2.8,-2.8,0.03447,9.00E-04,-9.00E-04,5.6,1.5,-1.5,1160,,,5708,142,-142,4.08,0.3,-0.3,1.49,0.4,-0.4,,,,Pinsonneault,Active,12/19/13,288.811951,39.77066,13.828
10593759,K00025.01,FALSE POSITIVE,FALSE POSITIVE,3.13260508,2.70E-07,-2.70E-07,136.00948,6.00E-05,-6.00E-05,9.23E+03,,,2.8635,,,,,,1.07,2.50E-01,-2.50E-01,73.91,,,0.043,,,0,,,,,,3.84,0.49,-0.49,0.221,2.30E-02,-2.30E-02,29,14,-14,1442,,,6225,86,-86,4.33,0.3,-0.3,1.19,0.55,-0.55,,,,Pinsonneault,Active,12/19/13,289.261658,47.815521,13.499
3937519,K00221.02,CANDIDATE,CANDIDATE,5.89686,1.40E-04,-1.40E-04,134.006,1.00E-02,-1.00E-02,9.60E+01,,,3.3743,,,,,,0.02,5.70E-01,-5.70E-01,89.95,,,0.061,,,0,,,,,,13.5,2.1,-2.1,0.00887,6.30E-04,-6.30E-04,0.74,0.24,-0.24,839,,,5379,69,-69,4.61,0.3,-0.3,0.76,0.24,-0.24,,,,Pinsonneault,Active,12/19/13,285.930695,39.098141,14.622
8866137,K02074.01,CANDIDATE,CANDIDATE,33.41832,5.20E-04,-5.20E-04,155.5811,5.70E-03,-5.70E-03,1.11E+03,,,4.3052,,,,,,0.36,9.20E-01,-9.20E-01,89.38,,,0.188,,,0,,,,,,57,27,-27,0.03,1.40E-02,-1.40E-02,2.3,1.4,-1.4,436,,,5121,76,-76,4.65,0.3,-0.3,0.7,0.26,-0.26,,,,Pinsonneault,Active,12/19/13,283.161957,45.198311,15.824
10857519,K02075.01,CANDIDATE,CANDIDATE,2.053352,1.30E-05,-1.30E-05,134.5138,1.80E-03,-1.80E-03,6.90E+01,,,2.4056,,,,,,0.813,1.00E-01,-1.00E-01,78.5,,,0.034,,,0,,,,,,4,1.1,-1.1,0.00845,2.20E-04,-2.20E-04,1.42,0.39,-0.39,1904,,,6422,77,-77,4.16,0.3,-0.3,1.54,0.42,-0.42,,,,Pinsonneault,Active,12/19/13,290.101959,48.251141,12.217
9517393,K02076.01,CANDIDATE,CANDIDATE,56.77673,4.00E-04,-4.00E-04,181.0997,4.60E-03,-4.60E-03,9.95E+02,,,6.999,,,,,,0.03,5.70E-01,-5.70E-01,89.95,,,0.294,,,0,,,,,,64,29,-29,0.0281,1.40E-03,-1.40E-03,2.92,0.66,-0.66,480,,,6052,96,-96,4.5,0.3,-0.3,0.95,0.21,-0.21,,,,Pinsonneault,Active,12/19/13,287.477631,46.141178,15.273
9351316,K02078.01,CANDIDATE,CANDIDATE,18.78423,2.10E-04,-2.10E-04,137.8811,4.10E-03,-4.10E-03,8.57E+02,,,3.0348,,,,,,0.62,3.40E-01,-3.40E-01,88.81,,,0.116,,,0,,,,,,39,19,-19,0.028,1.30E-02,-1.30E-02,1.73,0.83,-0.83,420,,,4317,65,-65,4.71,0.3,-0.3,0.565,0.012,-0.012,,,,Pinsonneault,Active,12/19/13,295.25116,45.842972,15.561
9473078,K02079.01,CANDIDATE,CANDIDATE,0.6938521,8.90E-06,-8.90E-06,132.1789,1.60E-03,-1.60E-03,4.40E+01,,,1.6963,,,,,,0.693,1.00E-01,-1.00E-01,73.34,,,0.014,,,0,,,,,,2.42,0.59,-0.59,0.00649,2.30E-04,-2.30E-04,0.66,0.29,-0.29,1950,,,5434,111,-111,4.42,0.3,-0.3,0.93,0.41,-0.41,,,,Pinsonneault,Active,12/19/13,294.978821,46.00565,12.953
10864531,K02080.01,CANDIDATE,CONFIRMED,83.4875,1.40E-03,-1.40E-03,188.5415,6.10E-03,-6.10E-03,9.37E+02,,,6.1072,,,,,,0.0196,1.00E-01,-1.00E-01,89.95,,,0.374,,,0,,,,,,107.3,9.4,-9.4,0.0277,7.20E-04,-7.20E-04,2.7,1.3,-1.3,400,,,5870,129,-129,4.54,0.3,-0.3,0.89,0.42,-0.42,,,,Pinsonneault,Active,12/19/13,293.230225,48.281368,15.375
10864531,K02080.02,CANDIDATE,CONFIRMED,34.06075,3.80E-04,-3.80E-04,141.3591,4.10E-03,-4.10E-03,7.84E+02,,,2.6475,,,,,,0.836,1.00E-01,-1.00E-01,89.38,,,0.206,,,0,,,,,,59,5.2,-5.2,0.029,1.10E-03,-1.10E-03,2.8,1.3,-1.3,539,,,5870,129,-129,4.54,0.3,-0.3,0.89,0.42,-0.42,,,,Pinsonneault,Active,12/19/13,293.230225,48.281368,15.375
2853780,K02081.01,CANDIDATE,CANDIDATE,6.213921,8.60E-05,-8.60E-05,132.261,5.00E-03,-5.00E-03,1.85E+02,,,10.0793,,,,,,0.059,1.00E-01,-1.00E-01,89.38,,,0.075,,,0,,,,,,4.8,1.2,-1.2,0.01208,3.30E-04,-3.30E-04,4.13,0.65,-0.65,1496,,,5249,104,-104,3.6,0.3,-0.3,3.13,0.49,-0.49,,,,Pinsonneault,Active,12/19/13,291.729156,38.070019,13.439
9472000,K02082.01,CANDIDATE,CANDIDATE,31.58844,4.10E-04,-4.10E-04,155.6182,4.50E-03,-4.50E-03,3.80E+02,,,3.4106,,,,,,0.64,8.70E-01,-8.70E-01,89.38,,,0.199,,,0,,,,,,56,27,-27,0.0187,6.30E-03,-6.30E-03,1.97,0.99,-0.99,588,,,6066,98,-98,4.5,0.3,-0.3,0.96,0.36,-0.36,,,,Pinsonneault,Active,12/19/13,294.566925,46.075802,14.143
7097965,K02083.01,CANDIDATE,CANDIDATE,7.72087,4.60E-05,-4.60E-05,136.5625,2.20E-03,-2.20E-03,2.56E+02,,,1.6438,,,,,,0.73,7.70E-01,-7.70E-01,88.24,,,0.079,,,0,,,,,,26,12,-12,0.0158,5.10E-03,-5.10E-03,2.2,1.1,-1.1,1097,,,6238,85,-85,4.29,0.3,-0.3,1.25,0.53,-0.53,,,,Pinsonneault,Active,12/19/13,284.490326,42.648289,13.516
4249725,K00222.01,CANDIDATE,CONFIRMED,6.312504,1.70E-05,-1.70E-05,132.6549,1.00E-03,-1.00E-03,1.26E+03,,,2.8175,,,,,,0.72,2.20E-01,-2.20E-01,86.52,,,0.058,,,0,,,,,,12.8,4.3,-4.3,0.035,2.30E-03,-2.30E-03,2.26,0.15,-0.15,639,,,4533,60,-60,4.71,0.3,-0.3,0.592,0.013,-0.013,,,,Pinsonneault,Active,12/19/13,287.891632,39.33913,14.735
3967326,K02084.01,CANDIDATE,CANDIDATE,4.195803,3.30E-05,-3.30E-05,135.1716,3.20E-03,-3.20E-03,8.64E+02,,,2.1369,,,,,,0.72,7.80E-01,-7.80E-01,85.94,,,0.051,,,0,,,,,,11,5.3,-5.3,0.029,6.90E-03,-6.90E-03,3.5,1.3,-1.3,1039,,,5029,200,-200,4.33,0.3,-0.3,1.12,0.3,-0.3,,,,KIC,Active,12/19/13,294.840027,39.085991,15.168
6768394,K02086.01,CANDIDATE,CONFIRMED,7.131618,9.30E-05,-9.30E-05,136.0364,4.70E-03,-4.70E-03,1.68E+02,,,4.1519,,,,,,0.896,1.00E-01,-1.00E-01,81.93,,,0.075,,,0,,,,,,6.31,0.4,-0.4,0.01397,3.90E-04,-3.90E-04,2.2,1.2,-1.2,1205,,,6180,103,-103,4.16,0.3,-0.3,1.47,0.76,-0.76,,,,Pinsonneault,Active,12/19/13,288.961243,42.265011,13.959
6768394,K02086.02,CANDIDATE,CONFIRMED,8.91935,1.10E-04,-1.10E-04,140.0651,4.70E-03,-4.70E-03,1.96E+02,,,4.4059,,,,,,0.9,1.00E-01,-1.00E-01,83.08,,,0.087,,,0,,,,,,7.32,0.47,-0.47,0.01513,4.00E-04,-4.00E-04,2.4,1.3,-1.3,1119,,,6180,103,-103,4.16,0.3,-0.3,1.47,0.76,-0.76,,,,Pinsonneault,Active,12/19/13,288.961243,42.265011,13.959
6768394,K02086.03,CANDIDATE,CONFIRMED,11.90162,2.00E-04,-2.00E-04,133.2463,6.30E-03,-6.30E-03,1.65E+02,,,2.9856,,,,,,0.974,1.00E-01,-1.00E-01,83.65,,,0.106,,,0,,,,,,8.87,0.57,-0.57,0.0156,8.70E-04,-8.70E-04,2.5,1.3,-1.3,1014,,,6180,103,-103,4.16,0.3,-0.3,1.47,0.76,-0.76,,,,Pinsonneault,Active,12/19/13,288.961243,42.265011,13.959
6922710,K02087.01,CANDIDATE,CANDIDATE,23.1276,2.80E-04,-2.80E-04,145.6567,4.50E-03,-4.50E-03,1.57E+02,,,4.859,,,,,,0.23,5.50E-01,-5.50E-01,89.38,,,0.165,,,0,,,,,,36,15,-15,0.01146,7.30E-04,-7.30E-04,1.6,0.43,-0.43,765,,,6223,109,-109,4.27,0.3,-0.3,1.28,0.34,-0.34,,,,Pinsonneault,Active,12/19/13,281.561462,42.4505,11.863
11348997,K02090.01,CANDIDATE,CANDIDATE,5.132541,4.70E-05,-4.70E-05,132.1553,3.80E-03,-3.80E-03,8.26E+02,,,1.5958,,,,,,0.71,9.90E-01,-9.90E-01,87.66,,,0.045,,,0,,,,,,18.4,8.8,-8.8,0.0281,8.10E-03,-8.10E-03,1.5,1,-1,562,,,3834,200,-200,4.7,0.3,-0.3,0.5,0.3,-0.3,,,,KIC,Active,12/19/13,291.092743,49.19006,15.535
5705819,K02091.01,CANDIDATE,CANDIDATE,8.77988,1.00E-04,-1.00E-04,138.4874,4.30E-03,-4.30E-03,7.45E+02,,,3.8272,,,,,,0.938,1.00E-01,-1.00E-01,83.08,,,0.077,,,0,,,,,,7.62,0.68,-0.68,0.0322,1.00E-03,-1.00E-03,2.55,0.97,-0.97,698,,,5159,85,-85,4.62,0.3,-0.3,0.72,0.28,-0.28,,,,Pinsonneault,Active,12/19/13,291.912872,40.953892,15.789
12071037,K02388.01,FALSE POSITIVE,FALSE POSITIVE,6.096917,8.60E-05,-8.60E-05,134.927,1.00E-02,-1.00E-02,1.02E+02,,,7.3322,,,,,,0.06,1.00E+00,-1.00E+00,89.38,,,0.065,,,0,,,,,,6.4,3.1,-3.1,0.009,3.90E-03,-3.90E-03,0.97,0.55,-0.55,1018,,,5902,86,-86,4.43,0.3,-0.3,0.99,0.37,-0.37,,,,Pinsonneault,Active,12/19/13,296.118103,50.51659,14.104
8494617,K02389.01,CANDIDATE,CANDIDATE,22.92272,5.60E-04,-5.60E-04,133.6459,9.00E-03,-9.00E-03,1.36E+02,,,7.3618,,,,,,0.52,1.10E-01,-1.10E-01,88.81,,,0.164,,,0,,,,,,20.6,5.5,-5.5,0.01105,4.00E-04,-4.00E-04,1.47,0.63,-0.63,754,,,6282,91,-91,4.32,0.3,-0.3,1.22,0.52,-0.52,,,,Pinsonneault,Active,12/19/13,291.578979,44.531712,13.578
10289119,K02390.01,CANDIDATE,CANDIDATE,16.10519,2.60E-04,-2.60E-04,135.0005,5.40E-03,-5.40E-03,1.43E+02,,,6.1523,,,,,,0.854,1.00E-01,-1.00E-01,85.37,,,0.126,,,0,,,,,,10.91,0.81,-0.81,0.01253,2.90E-04,-2.90E-04,1.66,0.78,-0.78,827,,,6052,67,-67,4.29,0.3,-0.3,1.21,0.57,-0.57,,,,Pinsonneault,Active,12/19/13,297.21579,47.378521,12.249
7382313,K02392.01,CANDIDATE,CANDIDATE,7.42716,1.40E-04,-1.40E-04,133.094,7.00E-03,-7.00E-03,1.96E+02,,,3.4818,,,,,,0.34,4.70E-01,-4.70E-01,88.81,,,0.073,,,0,,,,,,15.6,6.2,-6.2,0.01281,9.50E-04,-9.50E-04,1.38,0.59,-0.59,944,,,5811,108,-108,4.42,0.3,-0.3,0.99,0.42,-0.42,,,,Pinsonneault,Active,12/19/13,297.070374,42.977741,14.985
4665571,K02393.01,CANDIDATE,CANDIDATE,4.603098,6.10E-05,-6.10E-05,133.2138,4.50E-03,-4.50E-03,2.88E+02,,,2.4212,,,,,,0.89,2.10E-01,-2.10E-01,83.08,,,0.048,,,0,,,,,,7.2,3.4,-3.4,0.019,2.70E-03,-2.70E-03,1.43,0.2,-0.2,820,,,4899,65,-65,4.61,0.3,-0.3,0.691,0.019,-0.019,,,,Pinsonneault,Active,12/19/13,294.664703,39.783829,14.903
4829935,K02395.01,FALSE POSITIVE,FALSE POSITIVE,16.932932,5.10E-05,-5.10E-05,132.1539,2.10E-03,-2.10E-03,5.49E+02,,,1.5779,,,,,,0.41,7.50E-01,-7.50E-01,89.95,,,0.134,,,0,,,,,,96,43,-43,0.0217,9.50E-03,-9.50E-03,2.5,1.5,-1.5,774,,,6286,125,-125,4.45,0.3,-0.3,1.04,0.44,-0.44,,,,Pinsonneault,Active,12/19/13,290.062927,39.922272,14.779
9269042,K02397.01,CANDIDATE,CANDIDATE,12.00095,1.70E-04,-1.70E-04,142.0399,5.30E-03,-5.30E-03,4.60E+02,,,3.3142,,,,,,0.61,9.30E-01,-9.30E-01,88.24,,,0.096,,,0,,,,,,22.6,9.9,-9.9,0.0204,4.10E-03,-4.10E-03,1.68,0.78,-0.78,653,,,5275,74,-74,4.6,0.3,-0.3,0.76,0.32,-0.32,,,,Pinsonneault,Active,12/19/13,285.822327,45.711891,15.563
6199056,K02398.01,CANDIDATE,CANDIDATE,1.168993,7.50E-06,-7.50E-06,131.7412,8.90E-04,-8.90E-04,1.40E+02,,,0.9364,,,,,,0.23,5.60E-01,-5.60E-01,88.81,,,0.023,,,0,,,,,,9.4,4.2,-4.2,0.0109,1.30E-03,-1.30E-03,1.8,0.63,-0.63,2333,,,6534,111,-111,4.18,0.3,-0.3,1.51,0.5,-0.5,,,,Pinsonneault,Active,12/19/13,289.93927,41.502659,13.579
11461433,K02399.01,CANDIDATE,CANDIDATE,1.916992,2.20E-05,-2.20E-05,132.4576,2.80E-03,-2.80E-03,1.20E+02,,,1.3824,,,,,,0.8,2.50E-01,-2.50E-01,83.08,,,0.028,,,0,,,,,,6.6,2.4,-2.4,0.0114,1.10E-03,-1.10E-03,0.9,0.1,-0.1,1170,,,5220,62,-62,4.63,0.3,-0.3,0.723,0.03,-0.03,,,,Pinsonneault,Active,12/19/13,294.889648,49.379768,14.1
